EncounterType,HospitalCounty,OSHPD_ID,FacilityName,System,Ownership,Urban_Rural,Teaching,LicensedBedSize,PrimaryCareShortageArea,MentalHealthShortageArea,HomelessIndicator,Demographic,DemographicValue,Encounters,TotalEncounters,Percent
ED Visits,Imperial,130760,Pioneers Memorial Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,19 to 39,195,345,56.5
ED Visits,Imperial,130760,Pioneers Memorial Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,40 to 59,122,345,35.4
ED Visits,Imperial,130760,Pioneers Memorial Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,60+,24,345,7
ED Visits,Inyo,141273,Northern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Age,0 to 18,0,23,0
ED Visits,Inyo,141273,Northern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Age,19 to 39,8,23,34.8
ED Visits,Inyo,141273,Northern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Age,40 to 59,4,23,17.4
ED Visits,Inyo,141273,Northern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Homeless,Age,60+,11,23,47.8
ED Visits,Inyo,141338,Southern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Homeless,Age,0 to 18,0,7,0
ED Visits,Inyo,141338,Southern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Homeless,Age,19 to 39,1,7,14.3
ED Visits,Inyo,141338,Southern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Homeless,Age,40 to 59,6,7,85.7
ED Visits,Inyo,141338,Southern Inyo Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,No,Homeless,Age,60+,0,7,0
ED Visits,Kern,150706,Adventist Health Delano,N/A,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,0 to 18,5,202,2.5
ED Visits,Kern,150706,Adventist Health Delano,N/A,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,19 to 39,75,202,37.1
ED Visits,Kern,150706,Adventist Health Delano,N/A,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,40 to 59,83,202,41.1
ED Visits,Kern,150706,Adventist Health Delano,N/A,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,60+,39,202,19.3
ED Visits,Kern,150722,Bakersfield Memorial Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,Yes,Homeless,Age,0 to 18,72,2176,3.3
ED Visits,Kern,150722,Bakersfield Memorial Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,Yes,Homeless,Age,19 to 39,868,2176,39.9
ED Visits,Kern,150722,Bakersfield Memorial Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,Yes,Homeless,Age,40 to 59,839,2176,38.6
ED Visits,Kern,150722,Bakersfield Memorial Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,Yes,Homeless,Age,60+,397,2176,18.2
ED Visits,Kern,150736,Kern Medical Center,N/A,Government,Urban,Teaching,200-299,No,Yes,Homeless,Age,0 to 18,42,2721,1.5
ED Visits,Kern,150736,Kern Medical Center,N/A,Government,Urban,Teaching,200-299,No,Yes,Homeless,Age,19 to 39,1207,2721,44.4
ED Visits,Kern,150736,Kern Medical Center,N/A,Government,Urban,Teaching,200-299,No,Yes,Homeless,Age,40 to 59,1128,2721,41.5
ED Visits,Kern,150736,Kern Medical Center,N/A,Government,Urban,Teaching,200-299,No,Yes,Homeless,Age,60+,344,2721,12.6
ED Visits,Kern,150737,Kern Valley Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,0 to 18,0,24,0
ED Visits,Kern,150737,Kern Valley Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,19 to 39,11,24,45.8
ED Visits,Kern,150737,Kern Valley Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,40 to 59,9,24,37.5
ED Visits,Kern,150737,Kern Valley Healthcare District,N/A,Government,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Homeless,Age,60+,4,24,16.7
ED Visits,Kern,150761,Mercy Hospital - Bakersfield,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,No,Yes,Homeless,Age,0 to 18,18,3616,0.5
ED Visits,Kern,150761,Mercy Hospital - Bakersfield,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,No,Yes,Homeless,Age,19 to 39,1526,3616,42.2
ED Visits,Kern,150761,Mercy Hospital - Bakersfield,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,No,Yes,Homeless,Age,40 to 59,1649,3616,45.6
ED Visits,Kern,150761,Mercy Hospital - Bakersfield,Dignity Health,Non-Profit,Urban,Non-Teaching,100-199,No,Yes,Homeless,Age,60+,423,3616,11.7
ED Visits,Kern,150782,Ridgecrest Regional Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,0 to 18,1,78,1.3
ED Visits,Kern,150782,Ridgecrest Regional Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,19 to 39,37,78,47.4
ED Visits,Kern,150782,Ridgecrest Regional Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,40 to 59,19,78,24.4
ED Visits,Kern,150782,Ridgecrest Regional Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,60+,21,78,26.9
ED Visits,Kern,150788,Adventist Health Bakersfield,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Age,0 to 18,5,1749,0.3
ED Visits,Kern,150788,Adventist Health Bakersfield,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Age,19 to 39,742,1749,42.4
ED Visits,Kern,150788,Adventist Health Bakersfield,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Age,40 to 59,718,1749,41.1
ED Visits,Kern,150788,Adventist Health Bakersfield,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Homeless,Age,60+,284,1749,16.2
ED Visits,Kern,154101,Bakersfield Heart Hospital,N/A,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,0 to 18,0,236,0
ED Visits,Kern,154101,Bakersfield Heart Hospital,N/A,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,19 to 39,79,236,33.5
ED Visits,Kern,154101,Bakersfield Heart Hospital,N/A,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,40 to 59,110,236,46.6
ED Visits,Kern,154101,Bakersfield Heart Hospital,N/A,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,60+,47,236,19.9
ED Visits,Kern,154168,Adventist Health Tehachapi Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,0 to 18,0,71,0
ED Visits,Kern,154168,Adventist Health Tehachapi Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,19 to 39,35,71,49.3
ED Visits,Kern,154168,Adventist Health Tehachapi Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,40 to 59,27,71,38
ED Visits,Kern,154168,Adventist Health Tehachapi Valley,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,60+,9,71,12.7
ED Visits,Kings,164029,Adventist Health Hanford,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,0 to 18,11,1194,0.9
ED Visits,Kings,164029,Adventist Health Hanford,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,19 to 39,388,1194,32.5
ED Visits,Kings,164029,Adventist Health Hanford,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,40 to 59,508,1194,42.5
ED Visits,Kings,164029,Adventist Health Hanford,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,60+,287,1194,24
ED Visits,Lake,171049,Adventist Health Clearlake,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,0 to 18,3,341,0.9
ED Visits,Lake,171049,Adventist Health Clearlake,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,19 to 39,167,341,49
ED Visits,Lake,171049,Adventist Health Clearlake,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,40 to 59,116,341,34
ED Visits,Lake,171049,Adventist Health Clearlake,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,60+,55,341,16.1
ED Visits,Lake,171395,Sutter Lakeside Hospital,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,0 to 18,12,601,2
ED Visits,Lake,171395,Sutter Lakeside Hospital,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,19 to 39,241,601,40.1
ED Visits,Lake,171395,Sutter Lakeside Hospital,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,40 to 59,256,601,42.6
ED Visits,Lake,171395,Sutter Lakeside Hospital,Sutter Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,60+,92,601,15.3
ED Visits,Lassen,184008,Banner Lassen Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,0 to 18,4,188,2.1
ED Visits,Lassen,184008,Banner Lassen Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,19 to 39,79,188,42
ED Visits,Lassen,184008,Banner Lassen Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,40 to 59,89,188,47.3
ED Visits,Lassen,184008,Banner Lassen Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,60+,16,188,8.5
ED Visits,Los Angeles,190017,Alhambra Hospital Medical Center,N/A,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,0 to 18,4,518,0.8
ED Visits,Los Angeles,190017,Alhambra Hospital Medical Center,N/A,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,19 to 39,209,518,40.3
ED Visits,Los Angeles,190017,Alhambra Hospital Medical Center,N/A,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,40 to 59,245,518,47.3
ED Visits,Los Angeles,190017,Alhambra Hospital Medical Center,N/A,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,60+,60,518,11.6
ED Visits,Los Angeles,190034,Antelope Valley Hospital,N/A,Government,Urban,Non-Teaching,400+,No,Yes,Homeless,Age,0 to 18,10,2244,0.4
ED Visits,Los Angeles,190034,Antelope Valley Hospital,N/A,Government,Urban,Non-Teaching,400+,No,Yes,Homeless,Age,19 to 39,793,2244,35.3
ED Visits,Los Angeles,190034,Antelope Valley Hospital,N/A,Government,Urban,Non-Teaching,400+,No,Yes,Homeless,Age,40 to 59,995,2244,44.3
ED Visits,Los Angeles,190034,Antelope Valley Hospital,N/A,Government,Urban,Non-Teaching,400+,No,Yes,Homeless,Age,60+,446,2244,19.9
ED Visits,Los Angeles,190045,Catalina Island Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,0 to 18,0,1,0
ED Visits,Los Angeles,190045,Catalina Island Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,19 to 39,1,1,100
ED Visits,Los Angeles,190045,Catalina Island Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,40 to 59,0,1,0
ED Visits,Los Angeles,190045,Catalina Island Medical Center,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Homeless,Age,60+,0,1,0
ED Visits,Los Angeles,190053,St. Mary Medical Center - Long Beach,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,0 to 18,50,5861,0.9
ED Visits,Los Angeles,190053,St. Mary Medical Center - Long Beach,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,19 to 39,2242,5861,38.3
ED Visits,Los Angeles,190053,St. Mary Medical Center - Long Beach,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,40 to 59,2663,5861,45.4
ED Visits,Los Angeles,190053,St. Mary Medical Center - Long Beach,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,60+,906,5861,15.5
ED Visits,Los Angeles,190081,Beverly Hospital,N/A,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Homeless,Age,0 to 18,3,1064,0.3
ED Visits,Los Angeles,190081,Beverly Hospital,N/A,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Homeless,Age,19 to 39,363,1064,34.1
ED Visits,Los Angeles,190081,Beverly Hospital,N/A,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Homeless,Age,40 to 59,490,1064,46.1
ED Visits,Los Angeles,190081,Beverly Hospital,N/A,Non-Profit,Urban,Non-Teaching,200-299,Yes,No,Homeless,Age,60+,208,1064,19.5
ED Visits,Los Angeles,190110,Southern California Hospital at Culver City,ALTA Hospitals System,Investor,Urban,Non-Teaching,400+,No,No,Homeless,Age,0 to 18,1,767,0.1
ED Visits,Los Angeles,190110,Southern California Hospital at Culver City,ALTA Hospitals System,Investor,Urban,Non-Teaching,400+,No,No,Homeless,Age,19 to 39,360,767,46.9
ED Visits,Los Angeles,190110,Southern California Hospital at Culver City,ALTA Hospitals System,Investor,Urban,Non-Teaching,400+,No,No,Homeless,Age,40 to 59,313,767,40.8
ED Visits,Los Angeles,190110,Southern California Hospital at Culver City,ALTA Hospitals System,Investor,Urban,Non-Teaching,400+,No,No,Homeless,Age,60+,93,767,12.1
ED Visits,Los Angeles,190125,California Hospital Medical Center - Los Angeles,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,0 to 18,115,10578,1.1
ED Visits,Los Angeles,190125,California Hospital Medical Center - Los Angeles,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,19 to 39,4525,10578,42.8
ED Visits,Los Angeles,190125,California Hospital Medical Center - Los Angeles,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,40 to 59,4543,10578,42.9
ED Visits,Los Angeles,190125,California Hospital Medical Center - Los Angeles,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Homeless,Age,60+,1395,10578,13.2
ED Visits,Los Angeles,190148,Centinela Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,300-399,Yes,No,Homeless,Age,0 to 18,32,3309,1
ED Visits,Los Angeles,190148,Centinela Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,300-399,Yes,No,Homeless,Age,19 to 39,1384,3309,41.8
ED Visits,Los Angeles,190148,Centinela Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,300-399,Yes,No,Homeless,Age,40 to 59,1356,3309,41
ED Visits,Los Angeles,190148,Centinela Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,300-399,Yes,No,Homeless,Age,60+,537,3309,16.2
ED Visits,Los Angeles,190170,Children's Hospital of Los Angeles,N/A,Non-Profit,Urban,Teaching,400+,Yes,No,Homeless,Age,0 to 18,4,20,20
ED Visits,Los Angeles,190170,Children's Hospital of Los Angeles,N/A,Non-Profit,Urban,Teaching,400+,Yes,No,Homeless,Age,19 to 39,11,20,55
ED Visits,Los Angeles,190170,Children's Hospital of Los Angeles,N/A,Non-Profit,Urban,Teaching,400+,Yes,No,Homeless,Age,40 to 59,5,20,25
ED Visits,Los Angeles,190170,Children's Hospital of Los Angeles,N/A,Non-Profit,Urban,Teaching,400+,Yes,No,Homeless,Age,60+,0,20,0
ED Visits,Los Angeles,190197,Community Hospital of Huntington Park,Avanti Hospitals,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,0 to 18,15,985,1.5
ED Visits,Los Angeles,190197,Community Hospital of Huntington Park,Avanti Hospitals,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,19 to 39,404,985,41
ED Visits,Los Angeles,190197,Community Hospital of Huntington Park,Avanti Hospitals,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,40 to 59,422,985,42.8
ED Visits,Los Angeles,190197,Community Hospital of Huntington Park,Avanti Hospitals,Investor,Urban,Non-Teaching,1-99,No,Yes,Homeless,Age,60+,144,985,14.6
ED Visits,Los Angeles,190198,Los Angeles Community Hospital,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,0 to 18,7,276,2.5
ED Visits,Los Angeles,190198,Los Angeles Community Hospital,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,19 to 39,124,276,44.9
ED Visits,Los Angeles,190198,Los Angeles Community Hospital,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,40 to 59,121,276,43.8
ED Visits,Los Angeles,190198,Los Angeles Community Hospital,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,60+,24,276,8.7
ED Visits,Los Angeles,190200,San Gabriel Valley Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,0 to 18,4,391,1
ED Visits,Los Angeles,190200,San Gabriel Valley Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,19 to 39,177,391,45.3
ED Visits,Los Angeles,190200,San Gabriel Valley Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,40 to 59,176,391,45
ED Visits,Los Angeles,190200,San Gabriel Valley Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,60+,34,391,8.7
ED Visits,Los Angeles,190240,Lakewood Regional Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,0 to 18,16,2245,0.7
ED Visits,Los Angeles,190240,Lakewood Regional Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,19 to 39,621,2245,27.7
ED Visits,Los Angeles,190240,Lakewood Regional Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,40 to 59,1361,2245,60.6
ED Visits,Los Angeles,190240,Lakewood Regional Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,60+,247,2245,11
ED Visits,Los Angeles,190243,PIH Health Hospital - Downey,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,0 to 18,11,1085,1
ED Visits,Los Angeles,190243,PIH Health Hospital - Downey,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,19 to 39,503,1085,46.4
ED Visits,Los Angeles,190243,PIH Health Hospital - Downey,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,40 to 59,432,1085,39.8
ED Visits,Los Angeles,190243,PIH Health Hospital - Downey,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,60+,139,1085,12.8
ED Visits,Los Angeles,190256,East Los Angeles Doctors Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,0 to 18,3,911,0.3
ED Visits,Los Angeles,190256,East Los Angeles Doctors Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,19 to 39,330,911,36.2
ED Visits,Los Angeles,190256,East Los Angeles Doctors Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,40 to 59,436,911,47.9
ED Visits,Los Angeles,190256,East Los Angeles Doctors Hospital,Avanti Hospitals,Investor,Urban,Non-Teaching,100-199,Yes,Yes,Homeless,Age,60+,142,911,15.6
ED Visits,Los Angeles,190280,Encino Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,0 to 18,1,1127,0.1
ED Visits,Los Angeles,190280,Encino Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,19 to 39,460,1127,40.8
ED Visits,Los Angeles,190280,Encino Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,40 to 59,486,1127,43.1
ED Visits,Los Angeles,190280,Encino Hospital Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Homeless,Age,60+,180,1127,16
ED Visits,Los Angeles,190298,Emanate Health Foothill Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,0 to 18,4,915,0.4
ED Visits,Los Angeles,190298,Emanate Health Foothill Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,19 to 39,356,915,38.9
ED Visits,Los Angeles,190298,Emanate Health Foothill Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,40 to 59,462,915,50.5
ED Visits,Los Angeles,190298,Emanate Health Foothill Presbyterian Hospital,N/A,Non-Profit,Urban,Non-Teaching,100-199,No,No,Homeless,Age,60+,93,915,10.2
ED Visits,Los Angeles,190315,Garfield Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,0 to 18,4,375,1.1
ED Visits,Los Angeles,190315,Garfield Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,19 to 39,162,375,43.2
ED Visits,Los Angeles,190315,Garfield Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,40 to 59,139,375,37.1
ED Visits,Los Angeles,190315,Garfield Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Non-Teaching,200-299,No,No,Homeless,Age,60+,70,375,18.7
ED Visits,Los Angeles,190323,Adventist Health Glendale,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Age,0 to 18,3,1113,0.3
ED Visits,Los Angeles,190323,Adventist Health Glendale,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Age,19 to 39,411,1113,36.9
ED Visits,Los Angeles,190323,Adventist Health Glendale,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Age,40 to 59,476,1113,42.8
ED Visits,Los Angeles,190323,Adventist Health Glendale,Adventist Health Systems,Non-Profit,Urban,Non-Teaching,400+,No,No,Homeless,Age,60+,223,1113,20
ED Visits,Los Angeles,190328,Glendora Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,1-99,No,No,Homeless,Age,0 to 18,1,96,1
ED Visits,Los Angeles,190328,Glendora Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,1-99,No,No,Homeless,Age,19 to 39,53,96,55.2
ED Visits,Los Angeles,190328,Glendora Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,1-99,No,No,Homeless,Age,40 to 59,36,96,37.5
